Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
Australian Capital Territory,Australia,-35.4735,149.0124,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,4,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,4,5,2,1,2,1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,4,9,5,4,5,8,9,4,3,4,8,3,8,7,8,7,3,3,2,3,2,2,2,3,6,5,5,4,6,8,7,7,3,8,6,2,1,3,10,10,9,10,6,4,5,8,10,9,7,6,7,10,10,5,4,4,4,5,4,7,9,4,4,1,0,2,7,6,5,7,6,8,3,6,6,5,5,4,2
,Kazakhstan,48.0196,66.9237,6,4,3,4,3,4,1,0,2,4,3,1,2,6,6,4,11,3,1,2,5,8,11,4,7,10,9,11,2,3,4,4,3,2,4,6,5,7,6,4,4,2,6,6,4,4,5,4,2,5,3,3,3,3,3,3,8,9,2,6,4,4,3,1,2,6,4,2,1,2,2,4,2,2,3,2,4,2,1
French Polynesia,France,-17.6797,149.4068,3,4,7,7,7,6,6,6,7,7,6,6,6,6,4,2,4,4,2,3,4,4,3,2,3,3,4,3,5,5,7,7,6,4,4,5,3,3,3,1,2,3,4,4,7,4,3,5,4,3,2,4,6,6,5,2,1,2,4,5,6,5,2,1,1,2,4,4,2,2,5,10,13,12,8,9,11,11,10
Manitoba,Canada,53.7609,-98.8139,3,2,2,2,4,5,4,5,3,4,4,4,7,3,3,3,3,5,6,3,4,4,4,3,5,3,2,1,2,2,4,5,3,3,5,4,3,1,3,2,3,4,6,6,3,6,6,2,3,5,4,5,5,3,4,3,2,2,4,4,2,7,3,2,4,2,6,7,7,2,1,4,5,5,2,2,6,4,2
Saskatchewan,Canada,52.9399,-106.4509,2,2,2,2,4,3,5,1,5,4,2,4,3,2,2,2,2,3,4,1,3,3,2,2,2,3,1,2,1,2,3,5,2,6,2,4,3,2,2,2,4,4,4,2,3,4,2,1,4,2,4,5,4,2,3,2,2,2,2,3,4,6,5,2,2,3,3,6,2,2,3,3,5,4,3,3,5,2,0
,Ethiopia,9.145,40.4897,2,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,3,2,3,3,2,2,4,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,Sudan,12.8628,30.2176,4,3,7,6,6,4,4,5,5,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,6,6,5,4,4,4,4,4,4,4,4,3,3,4,7,7,7,7,6,5,3,3,4,4,5,5,6,5,5,5,6,6,5,4,5,5,5,5,4,4,3,3,5,6,5,4,2,5,5,5,4,4,4,5,4
,Guinea,9.9456,-9.6966,2,2,2,2,1,1,0,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,3,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,3,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,3,3
Grand Princess,Canada,37.6489,-122.6655,2,6,6,3,5,6,3,4,5,6,3,7,5,4,5,4,8,2,4,5,3,7,2,2,1,1,5,2,4,5,5,2,4,11,8,5,3,2,3,8,9,3,2,3,3,2,4,7,3,3,2,2,3,6,8,5,3,2,3,3,10,6,7,3,2,3,3,3,3,3,3,2,2,5,5,6,3,2,3
,Kenya,-0.0236,37.9062,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Antigua and Barbuda,17.0608,-61.7964,3,3,5,6,6,6,5,6,7,9,11,11,11,11,10,9,7,6,7,8,7,7,6,5,3,2,2,3,3,2,4,4,5,5,4,6,7,8,9,9,8,8,8,8,9,8,8,8,8,9,9,8,6,3,2,3,5,6,4,5,5,5,6,7,6,6,6,7,5,7,8,6,6,6,3,3,2,3,6
Alabama,US,32.3182,-86.9023,2,1,3,2,4,1,1,3,1,3,4,5,1,1,2,1,3,3,3,4,4,3,1,3,3,2,1,1,0,2,1,2,2,2,2,3,4,4,4,2,3,3,3,4,4,3,2,2,2,2,2,4,3,1,1,2,1,3,3,3,2,2,3,3,3,3,4,2,2,3,2,1,3,2,1,1,1,1,2
,Uruguay,-32.5228,-55.7658,4,6,5,5,3,3,5,3,3,3,3,2,3,5,4,4,4,1,3,3,2,2,5,4,2,3,4,4,3,3,5,2,3,3,5,6,6,4,4,4,6,3,5,6,4,4,1,3,4,6,1,6,7,4,3,3,4,2,2,2,1,3,4,4,3,4,4,4,2,2,5,5,3,5,4,4,3,5,4
,Ghana,7.9465,-1.0232,2,3,3,2,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3
Puerto Rico,US,18.2208,-66.5901,1,1,2,2,2,1,1,2,2,3,4,5,4,5,4,3,2,2,3,3,2,2,2,2,1,1,1,0,1,0,1,1,2,1,1,2,2,3,3,3,2,3,3,3,4,3,2,3,2,3,3,3,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,4,2,2,2,1,2,3,3,3,2
,Namibia,-22.9576,18.4904,4,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,3,2,4,2,2,2,3,3,3,3,3,2,2,3,4,5,5,4,3,4,2,3,4,4,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,4,4,2,3,4,5,3,3,5,4,3,3,3,2,3,1,2,2,2,2,3,4,3,3
,Seychelles,-4.6796,55.492,2,2,2,2,3,3,3,2,2,4,4,4,4,3,2,4,6,3,3,4,4,4,4,3,2,2,2,5,4,5,5,5,5,7,7,7,9,6,5,5,6,5,4,2,2,2,5,3,2,3,5,4,5,4,3,2,3,3,3,6,5,4,4,5,7,6,5,3,3,4,3,3,3,2,2,4,2,2,1
,Trinidad and Tobago,10.6918,-61.2225,2,3,3,2,2,2,1,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,2,1,2,2,3
,Venezuela,6.4238,-66.5897,2,3,3,2,2,2,3,2,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,3,2
,Eswatini,-26.5225,31.4659,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
,Gabon,-0.8037,11.6094,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
,Guatemala,15.7835,-90.2308,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2
,Mauritania,21.0079,10.9408,6,6,6,5,3,3,5,4,2,1,4,4,4,6,5,5,5,5,3,2,2,2,2,3,2,1,1,2,2,1,1,1,1,3,4,2,1,6,4,4,5,6,4,2,3,5,6,5,5,5,3,4,5,6,6,3,2,1,3,4,3,2,1,2,4,3,1,2,3,2,7,6,3,1,1,2,3,3,2
,Rwanda,-1.9403,29.8739,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1
,Saint Lucia,13.9094,-60.9789,4,4,5,3,3,4,6,6,6,8,10,9,9,9,8,8,6,6,6,8,6,6,6,5,4,4,4,3,3,4,5,6,6,5,5,6,7,8,8,7,7,8,7,7,8,8,7,7,7,8,8,7,5,4,4,5,5,4,5,5,5,5,5,6,7,7,6,6,5,6,6,6,6,6,5,4,3,4,5
,Saint Vincent and the Grenadines,12.9843,-61.2872,6,5,6,5,4,4,7,7,7,9,12,10,10,10,9,9,8,7,7,9,7,7,5,6,6,5,5,5,5,6,7,7,7,6,6,7,7,9,9,8,8,9,8,8,10,9,8,8,8,9,8,8,6,5,5,6,6,5,5,6,6,6,6,7,8,9,8,7,7,7,7,7,6,7,6,5,4,5,6
,Suriname,3.9193,-56.0278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
French Guiana,France,3.9339,-53.1258,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Guam,US,13.4443,144.7937,4,4,4,4,4,4,5,4,4,4,3,3,3,4,4,4,3,2,2,3,5,6,5,5,4,4,4,3,3,2,1,2,4,5,4,3,2,3,3,2,2,5,6,6,6,5,5,5,5,5,5,5,6,6,6,5,5,3,3,5,5,4,4,4,4,3,4,3,2,2,3,3,4,3,2,3,3,4,4
,Kosovo,42.6026,20.903000000000002,1,0,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,2,1,2,1,1,3,3,4,4,1,0,0,4,4,1,0,1,2,0,0,1,1,2,1,2,0,2,3,5,3,2,1,2,4,2,1,1,2,1,2,1,1,1,1,1,2,3,2,1,2,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,1,3,3,4,3,2,4,4,2,6,4,4,4,4,3,3,2,4,5,4,2,4,4,6,5,4,2,5,1,2,3,3,3,3,11,7,6,6,3,4,5,4,2,2,6,6,6,5,3,4,4,7,7,6,4,2,2,2,2,3,3,1,1,4,4,10,7,3,3,6,3,1,2,3,7,7,4,7,6
Prince Edward Island,Canada,46.5107,-63.4168,7,8,8,3,3,9,5,3,7,11,6,7,10,4,3,4,3,15,7,7,6,5,4,6,3,1,7,5,9,9,9,5,2,6,6,5,7,4,8,8,5,6,3,5,7,7,5,6,5,4,8,7,4,6,5,4,2,2,10,8,3,6,4,5,8,11,6,12,6,4,5,5,3,7,9,7,6,6,6
,Central African Republic,6.6111,20.9394,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,2,3,2,2,2,2,2,2,3,4,3,2,3,3,2,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,3,2
,Congo (Brazzaville),-4.0383,21.7587,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
,Equatorial Guinea,1.5,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mayotte,France,-12.8275,45.1662,5,6,4,3,3,2,2,1,1,1,2,1,4,3,2,2,3,6,8,9,10,11,7,6,4,3,1,3,4,4,3,3,2,4,2,1,1,1,1,1,2,2,3,3,3,4,4,2,1,1,1,3,5,4,4,5,3,2,3,5,2,1,3,4,3,4,3,4,4,3,2,2,3,4,5,4,3,2,2
,Uzbekistan,41.3775,64.5853,2,1,1,3,2,2,1,2,4,3,2,2,1,2,3,2,2,3,2,1,2,4,3,4,2,3,4,2,3,4,2,2,4,4,4,6,2,5,6,5,4,5,4,3,2,6,2,4,6,4,3,4,4,4,2,3,5,3,5,2,2,3,8,5,2,3,8,6,3,1,1,1,2,2,2,2,2,5,6
Netherlands,Netherlands,52.1326,5.2913,2,4,6,5,3,4,5,4,6,4,6,7,5,9,8,5,5,4,3,1,2,1,1,1,2,4,5,7,6,7,7,8,6,6,5,2,2,3,5,12,11,10,7,5,4,8,12,8,7,5,8,7,10,8,6,6,5,4,6,9,8,4,4,3,4,5,4,7,5,8,5,9,5,4,5,2,4,5,3
Nova Scotia,Canada,44.681999999999995,-63.7443,6,4,4,1,1,6,2,1,4,5,3,5,4,2,2,2,2,8,3,4,3,2,1,3,1,2,5,3,4,4,5,3,2,4,4,3,3,2,4,6,3,4,2,4,2,4,3,5,2,3,6,4,2,4,3,2,1,1,7,5,2,4,3,3,6,6,3,8,4,2,3,3,1,5,6,4,4,3,4
Guadeloupe,France,16.25,-61.5833,2,2,3,4,4,4,3,4,5,6,8,7,7,8,6,6,4,4,4,5,5,4,4,3,2,2,2,2,2,2,3,3,4,3,3,4,5,6,6,7,5,6,6,6,6,5,5,5,6,6,6,6,4,2,1,2,3,4,3,3,3,3,4,5,5,4,4,4,3,5,6,5,4,4,2,2,1,2,4
,Benin,9.3077,2.3158,3,4,3,3,2,1,1,1,2,1,2,1,1,2,3,3,3,2,2,1,1,2,3,3,4,2,1,1,2,2,3,3,3,2,2,2,2,3,3,2,2,3,4,2,2,2,2,2,1,2,2,2,2,3,3,3,1,1,1,1,2,3,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2
,Liberia,6.4281,-9.4295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1
Curacao,Netherlands,12.1696,-68.99,7,6,6,6,5,2,3,5,7,8,11,10,9,9,8,8,9,8,9,9,9,8,6,3,3,3,2,4,4,5,6,7,8,7,8,7,8,9,9,7,6,8,9,8,8,8,8,8,8,9,8,8,7,5,5,5,6,6,6,6,6,7,7,8,8,9,9,7,7,8,8,7,7,6,5,5,5,6,5
,Somalia,5.1521,46.1996,5,5,5,4,3,4,5,5,5,3,3,4,6,5,5,6,6,6,5,5,5,5,5,5,6,5,7,7,6,5,5,4,5,5,6,6,6,6,5,3,3,3,5,7,8,6,5,5,4,4,3,5,5,6,6,4,5,5,5,4,4,4,5,4,2,3,3,4,3,5,6,6,6,5,5,4,5,5,5
,Tanzania,-6.369,34.8888,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1
Virgin Islands,US,18.3358,-64.8963,3,3,4,6,7,4,5,6,7,9,11,12,11,12,10,9,6,6,8,10,7,7,6,4,3,3,4,3,2,2,3,4,6,3,3,6,7,8,8,9,7,8,8,9,9,8,7,9,7,8,8,8,5,3,3,4,7,7,5,5,3,3,5,6,6,6,6,4,5,8,7,6,5,4,4,7,7,7,6
Cayman Islands,United Kingdom,19.3133,-81.2546,3,5,6,7,4,7,8,6,10,11,11,9,9,9,8,10,9,11,10,7,4,7,9,4,4,4,4,1,1,3,2,5,3,7,7,7,7,9,6,5,8,7,7,6,6,5,6,6,6,7,6,4,4,7,7,7,5,5,3,10,10,9,8,6,6,6,3,8,12,11,9,7,6,6,7,7,8,7,7
Reunion,France,-21.1351,55.2471,3,1,2,2,2,2,2,3,4,3,3,3,1,1,1,1,2,1,2,5,3,4,4,4,8,6,4,2,1,2,3,4,4,4,5,5,3,3,4,5,5,6,4,2,1,2,3,3,3,3,3,2,2,1,1,2,2,2,1,1,1,1,4,4,2,2,2,4,4,4,5,4,3,4,3,4,4,4,3
,Barbados,13.1939,-59.5432,5,5,5,4,4,4,6,6,7,9,11,9,9,9,8,8,6,6,7,8,7,6,6,6,5,4,3,4,4,5,6,6,6,5,5,6,7,8,9,8,8,8,8,8,9,8,8,7,8,8,8,8,5,4,4,6,5,5,5,6,6,5,5,6,7,7,7,6,5,6,7,6,6,6,5,4,3,4,5
,Montenegro,42.5,19.3,4,3,2,1,4,4,3,2,1,1,2,2,1,1,1,2,1,1,1,3,1,1,2,1,0,1,1,1,1,1,1,1,0,0,1,3,4,2,2,1,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,1,2,1,1,1,1,3,1,1,3,1
,Kyrgyzstan,41.2044,74.7661,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
,Mauritius,-20.2,57.5,3,1,1,2,2,3,2,1,3,2,2,4,3,3,4,5,4,4,3,2,3,2,4,5,5,5,4,1,1,2,4,5,5,6,7,6,5,5,4,4,5,7,6,4,3,5,4,4,4,4,4,4,2,1,1,2,3,4,4,2,2,2,3,1,2,4,3,4,6,6,3,3,3,2,2,2,5,2,2
Aruba,Netherlands,12.5186,-70.0358,8,8,7,7,7,4,4,6,8,9,11,11,10,10,9,9,10,10,11,10,10,9,6,3,4,4,3,4,5,5,7,9,10,8,9,9,9,10,10,9,7,10,10,9,10,9,9,9,10,10,9,9,7,6,5,6,8,7,7,7,7,8,9,9,10,11,10,8,8,10,9,8,7,7,6,6,7,7,6
,Zambia,-15.4167,28.2833,2,1,1,1,2,2,2,1,1,1,2,3,1,2,1,1,2,2,3,3,2,1,2,3,3,2,1,3,3,3,4,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,1,1,2,3,2,1,1,1,2,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,3
,Djibouti,11.8251,42.5903,2,3,3,3,2,1,2,3,2,1,2,2,2,1,2,4,4,3,2,1,2,2,1,2,2,2,2,4,4,3,3,2,2,3,4,3,3,3,2,2,1,2,2,3,4,4,4,4,3,2,1,1,2,3,3,2,1,1,2,2,1,1,2,3,2,2,2,2,3,4,5,6,6,3,1,1,2,3,2
,"Gambia, The",13.4432,-15.3101,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,3,1,1,2,2,3,3,4,4,2,2,3,4,3,2,1,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,2,2,2,2,2,4,4,5,3,2,3,4,3,3,2,2,2,2,2,2,2,2,3,3,4,4,3,3,3,3
Montserrat,United Kingdom,16.7425,-62.1874,3,3,5,6,6,6,6,6,7,9,12,11,11,11,10,9,7,6,7,8,7,7,6,5,2,2,2,3,2,2,4,5,6,5,4,6,7,9,9,10,8,8,9,9,9,8,8,8,8,9,9,9,6,3,2,3,5,6,4,5,5,6,6,7,7,7,7,7,6,8,8,7,7,6,4,4,2,3,6
,"Bahamas, The",25.0343,-77.3963,4,2,4,6,5,8,5,3,6,10,11,9,8,7,7,5,4,7,9,4,3,6,10,8,5,2,2,3,4,3,5,2,5,8,2,4,5,8,6,6,9,8,5,6,6,4,3,5,4,7,5,4,6,10,7,7,7,7,6,5,7,7,7,6,6,5,6,9,11,11,9,7,5,6,5,5,5,4,5
Greenland,Denmark,71.7069,-42.6043,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,8,9,9,8,7,6,6,7,6,4,6,7,11,8,13,7,7,3,5,7,11,9,8,6,6,6,6,4,4,5,5,5,6,5,4,5,7,10,9,6,5,6,6,5,6,4,4,4,4,2,8,11,6,5
New Caledonia,France,-20.9043,165.618,5,5,5,7,7,6,6,6,6,7,7,7,9,10,9,8,7,7,7,6,5,5,7,7,7,8,7,5,6,7,7,6,6,6,6,8,9,9,9,9,11,13,10,4,2,6,7,8,7,6,4,4,5,6,6,6,6,3,3,3,4,3,3,3,5,6,6,5,5,4,3,2,2,4,14,6,4,7,10
Bermuda,United Kingdom,32.3078,-64.7505,8,9,7,4,8,15,6,4,9,9,8,8,5,2,4,7,6,15,8,9,11,4,9,16,11,5,3,7,10,8,6,7,10,14,11,5,7,7,11,5,5,5,5,7,6,9,9,7,3,5,6,5,12,11,9,6,4,7,10,4,9,12,7,6,10,9,11,11,11,5,3,5,4,4,2,4,9,5,2
,Chad,15.4542,18.7322,4,7,9,8,7,4,5,6,6,6,5,5,3,3,3,7,8,8,7,6,6,7,7,6,7,6,5,5,6,6,7,6,5,5,6,5,4,5,8,8,9,9,7,6,4,5,7,7,6,7,6,5,7,7,9,8,5,3,4,6,6,5,3,3,4,6,5,4,4,5,4,7,7,6,4,3,5,7,6
,El Salvador,13.7942,-88.8965,1,1,1,1,2,4,3,2,3,2,2,1,2,2,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,3,3,2,1,1,1,3,4,4,2,1,1,1,1,3,4,3,3,2,2,1,1,1,1,1,1,1
,Fiji,-17.7134,178.065,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,0
,Nicaragua,12.8654,-85.2072,2,2,2,1,2,4,3,3,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,2,2,1,1,1,1,2,2,4,3,3,2,1,1,3,4,4,3,3,3,4,4,3,4,4,4,4,3,3,3,2,1,1,2,4,4,4,3,2,2,3,4,4,4,4,4,3,3,3,3,4,3,3,3
